Dialogue Act,Emitter,Text
Other,amycharl,yer thats finr
Other,sabercat,*fine
Other,sabercat,sure
Other,amycharl,we can set the new one up in the meantime
Other,amycharl,"yer, sounds good"
Other,amycharl,u wanna do that? iv never done it
Other,amycharl,:)
Other,sabercat,come in the new game
Other,amycharl,I think some of them have played one game only
Other,amycharl,surely not
Other,amycharl,iv played two now and i thort i was behind
Other,skinnylinny,a couple have been layed without me
Other,sabercat,Sorry that took so long Sorry that took so long
Other,sabercat,"oh come one, I will fall asleep! whats taking him so long?"
Other,sabercat,okay
Other,amycharl,:D
Other,skinnylinny,hah
Other,sabercat,Yay!
Offer,amycharl,anyone can trade clay when I give sheep?
Accept,sabercat,sure
Other,skinnylinny,thanks
Other,skinnylinny,Wow
Other,sabercat,Again?
Other,skinnylinny,steal the resources from me!
Other,sabercat,You don't have any!
Other,amycharl,thats why!
Other,amycharl,oi
Other,skinnylinny,:)
Other,skinnylinny,XD
Other,skinnylinny,skinnylinny rides again!
Other,sabercat,Gah
Other,sabercat,I think they changed
Other,sabercat,the algorithm
Other,skinnylinny,for rolling numbers
Other,sabercat,"What, so I always roll 7?"
Other,sabercat,"well, its the most probable"
Other,skinnylinny,sorry
Other,sabercat,No worries
Offer,skinnylinny,"skinny, got sheep?"
Refusal,skinnylinny,Nope
Other,sabercat,"Also, neither of you can build a settlement without sheep..."
Other,sabercat,why the 7
Other,skinnylinny,gee thanks!
Other,sabercat,XD
Other,sabercat,godbless
Other,skinnylinny,"wanted seven, got 10?"
Other,sabercat,:P
Other,skinnylinny,now???
Other,skinnylinny,Argh
Other,skinnylinny,Didn't mean to do that
Other,sabercat,But my buying things were greyed out
Other,skinnylinny,oh come on... enough of no resources
Offer,sabercat,sabercat: Got wood?
Refusal,amycharl,nope
Accept,amycharl,yer
Other,sabercat,only one tho only one tho
Other,skinnylinny,whats happening?
Other,skinnylinny,"Oh, sorry"
Other,amycharl,"Thought I'd hit ""Done"""
Offer,sabercat,anyone got a sheep?
Other,sabercat,:D
Refusal,skinnylinny,nope
Refusal,sabercat,Nope
Other,skinnylinny,noone has sheep :D noone has sheep :D noone has sheep :D
Other,skinnylinny,Wait what?
Other,amycharl,a 5 and a 6?
Other,skinnylinny,huh?
Other,sabercat,"I rolled a 5 and a 6, apparently."
Other,sabercat,what?
Other,skinnylinny,it gave you bad resources?
Other,skinnylinny,N
Other,skinnylinny,*No
Other,sabercat,"It normally says ""rolled a 11"""
Other,sabercat,"oh, the numbers add up to eleven"
Other,skinnylinny,it does for us... it said you rolled 11
Other,sabercat,"It said ""5 and a 6"" for me"
Other,sabercat,"oh you, citybuilders!"
Other,sabercat,didyou notice there was no nine ever?
Other,amycharl,and a whole round with no resource added
Other,sabercat,theres your 9
Other,sabercat,yey!
Other,sabercat,thank sou!
Other,amycharl,*you!
Offer,skinnylinny,people got wood or clay?
Refusal,sabercat,Nope
"Accept, Other",sabercat,"I got them, what are you offering?"
Other,amycharl,(must be really good!)
Other,sabercat,UMM
Other,skinnylinny,not that! :D
Other,amycharl,XD
Offer,skinnylinny,ore?
Other,sabercat,Lol
Refusal,skinnylinny,dont need that
Other,amycharl,"I have a friend who has a house rule: ""No sexual favours for in-game advantages"""
Offer,sabercat,you want a sheep?
"Refusal, Other",amycharl,"ah, forget it. you have nothing to offer"
Offer,sabercat,well what do you want?
"Refusal, Other",amycharl,"nothing. I wont give it to you, because you are up to something evil"
Other,sabercat,am i? what do you mean?
Other,amycharl,"I mean, nine resources, you can probably trade with port..."
Other,sabercat,"i can, but i want a wood and a clay, so if i get one ill trade for the other"
Other,sabercat,:D
Other,skinnylinny,move on
Offer,amycharl,amy: You want clay?
Accept,skinnylinny,yup
Offer,amycharl,Got any ore?
Other,amycharl,i do
Counteroffer,skinnylinny,clay for an ore?
Counteroffer,amycharl,Make it two?
"Refusal, Other",sabercat,"nah, ill just wait"
Other,sabercat,:D :D
Other,skinnylinny,dont trade! she has too many resources!
Other,sabercat,But then I can get them
Other,sabercat,why the five?
Other,sabercat,"I mean its 7, 8 or 5 this game, its getting annoying having none of them! :D"
Offer,skinnylinny,anyone got wheat?
Accept,sabercat,Yup
Offer,sabercat,want ore?
Offer,skinnylinny,yes? no?
"Refusal, Other",sabercat,No thanks
"Offer, Other",skinnylinny,"okay, how about two ores?"
Refusal,sabercat,Nope
Offer,sabercat,clay?
Offer,sabercat,clay and ore?
Other,skinnylinny,please?
"Refusal, Other",sabercat,"Nope, got them"
Other,sabercat,"ah, all right"
Other,skinnylinny,hello?
Other,skinnylinny,"Argh, sorry"
Other,sabercat,Other flatmate just arrived back from work
Other,sabercat,:)
Other,sabercat,nooo!
Other,sabercat,"why Amy, why?"
Other,amycharl,why not ore? or something else?
Other,sabercat,i didnt choose
Other,sabercat,skinny?
Other,skinnylinny,something?
Other,sabercat,Huh?
Other,skinnylinny,your turn still!
Other,skinnylinny,Oh!
Offer,sabercat,Does anyone have any wood?
Refusal,sabercat,no
Other,skinnylinny,and watch it please!!!
Other,sabercat,Sorry
Offer,skinnylinny,anyone can trade sheep for ore? (I give ore..)
Accept,amycharl,I can
Refusal,skinnylinny,nope
Counteroffer,sabercat,How many sheep do you want?
Offer,skinnylinny,will you get two for an ore?
Other,sabercat,Huh?
Other,sabercat,give give
Other,skinnylinny,sorry...
Counteroffer,sabercat,I'd rather get two ore for two sheep
Accept,skinnylinny,thanks
Other,sabercat,welcome
Other,skinnylinny,oh crap :D
Other,skinnylinny,Hehehe
Other,sabercat,Oh well
Offer,skinnylinny,anyone got clay?
Refusal,sabercat,Sorry
Other,sabercat,yey!
Other,skinnylinny,good one!
Other,amycharl,:D Thanks guys
Other,skinnylinny,well done
Other,sabercat,"(well, girls)"
Other,skinnylinny,"okay, okay, so play the last game on thursday.."
Other,amycharl,"RIght, and on that note, it's time for bed!"
Other,sabercat,night :)
Other,sabercat,well.. its 1 here
Other,skinnylinny,:D
Other,sabercat,Night! Night!
Other,skinnylinny,night! night!
Other,inca,"Take care, all. Take care, all."
Other,yiin,Hi
Other,yiin,hi
Other,yiin,finally
Other,inca,who else is playing
Other,inca,Kieran should be coming
Other,inca,and Carina  but she probably won't be able to
Other,nareik15,she said  we can play without her
Other,yiin,hi hi
Other,inca,ok  we start??
Other,inca,hey
Other,inca,good luck all
Other,yiin,if she appears we can restart
Other,yiin,yah sure
Offer,yiin,does anyone need sheep
Offer,inca,i need wood
Refusal,nareik15,"not got wood, sorry"
Counteroffer,yiin,I've got some wood
Offer,nareik15,you want to trade??
Accept,yiin,yeah sure
Other,nareik15,thank you so much
Other,nareik15,thanks
Offer,inca,does anyone have any clay to trade?
"Refusal, Other",yiin,"not me,  sorry"
"Refusal, Other",nareik15,no clay... sry
Other,nareik15,cool :) cool :)
Offer,inca,does anyone have any wheat to trade?  I've got sheep
"Refusal, Other",yiin,"nope, sorry"
"Counteroffer, Refusal",nareik15,i no need sheep  but i need ore or clay
"Refusal, Other",yiin,"yeah, same here :)"
Other,nareik15,lol
Offer,inca,does any one have any wheat to trade?
"Counteroffer, Accept",yiin,"i do,  what do you have?"
"Counteroffer, Accept",nareik15,i have but i need ore or clay
Offer,inca,I've sheep or wood
Counteroffer,yiin,trade for wood?
Counteroffer,inca,same here
Other,nareik15,you still there?
Other,inca,when do you think we should call it a day  if yiin remains absent?
Other,inca,"how long has it been, about 15 minutes?"
Other,inca,oh
Other,nareik15,never mind
Other,yiin,oh ... nevermind
Other,inca,sry was eating dinner sry was eating dinner
Other,nareik15,no worries
Offer,yiin,"does anyone have clay or ore to trade, I have plenty sheep"
Refusal,inca,no sorry
Counteroffer,nareik15,"i have a clay, trade for sheep?"
Accept,inca,cool
Offer,yiin,"i have lots of ore and sheep, anyone got wheat?"
Accept,yiin,i have
Counteroffer,inca,i need clay or ore
Accept,nareik15,ore it is then
"Counteroffer, Refusal",inca,"don't have wheat to spare but plenty sheep or wood, I need clay or ore as well"
Refusal,nareik15,sorry
Offer,yiin,so does anyone have any clay or ore?
Counteroffer,yiin,i got ore
Counteroffer,nareik15,i need clay or wood
Offer,nareik15,I can give you some wood.
Accept,nareik15,thanks
Offer,inca,"don't suppose anyone has any clay to trade,  got plenty wood"
Refusal,yiin,"need mine, sorry"
Offer,inca,does anyone have clay or wood
Counteroffer,yiin,"i have clay, do you have wheat?"
Other,inca,i got lots of wheat
Other,inca,good
"Counteroffer, Refusal",yiin,"i've got clay,  not wood"
Other,yiin,sry my bet
Other,inca,thank you
Other,nareik15,thank you too
Offer,inca,I have sheep to trade if anyone has ore or clay
Refusal,yiin,"sorry, not here"
Refusal,nareik15,i need my clay sorry
Other,yiin,ok ok
Offer,inca,does anyone have wood??
"Counteroffer, Accept",nareik15,"i do,  you got sheep?"
Accept,yiin,I do
Accept,nareik15,yes yes
Other,yiin,( i also have sheep) ( i also have sheep)
Other,inca,thank you so much
Other,nareik15,and you
Offer,inca,"does anyone have any sheep,  can trade a clay"
Refusal,yiin,"no sheep, sorry"
Refusal,nareik15,no sorry
Offer,inca,anyone have any ore
"Refusal, Other",yiin,"not me, sorry"
Refusal,inca,no sorry
Offer,yiin,"anyone have wood? i can give clay, sheep or wheat"
Refusal,nareik15,no wood sorry
Refusal,nareik15,sorry
Offer,inca,can anyone trade me ore for sheep
Refusal,yiin,"sorry, only got one"
Counteroffer,nareik15,"unless you have 2 woods, i cant trade my ore"
Counteroffer,yiin,how about 1 wood 1 sheep?
Accept,yiin,yah sure
Offer,inca,does anyone got clay or wood..... i got sheeps and wheat
Counteroffer,yiin,"i have clay, i'll trade for sheep"
Accept,nareik15,oh ok sure
Counteroffer,yiin,I have wood. trade for wheat?
Accept,inca,yah sure
Other,nareik15,ADDTIME
Other,nareik15,thanks
Offer,inca,does anyone have any clay to trade?
Accept,inca,i do
Counteroffer,nareik15,got ore or wood?
Offer,inca,wood
Accept,nareik15,cool
Other,inca,thanks
Other,yiin,you too
Offer,nareik15,does anyone got wood
Accept,yiin,yeah
Offer,nareik15,what do you need
Counteroffer,yiin,do you have ore
Refusal,inca,no srry
"Refusal, Other",inca,"haha, i need the same i need the same"
Refusal,nareik15,sorry
Offer,inca,anyone have clay to trade?
"Refusal, Other",yiin,"nope, sorry"
Refusal,yiin,no sorry
Offer,nareik15,does anyone have wood
Accept,yiin,yeah
Offer,nareik15,what do you need
Counteroffer,yiin,clay or ore
Accept,nareik15,thank you
Accept,inca,thanks
Offer,inca,does anyone actually have any ore?
Offer,yiin,i can give anything else for it
"Refusal, Other",nareik15,no  since 9 and 12 are seldom seen
"Refusal, Other",yiin,"I don't,  sorry"
Other,inca,i need a 9
Other,inca,"wow, didn't realise i was that close"
Other,yiin,good game
Other,nareik15,gg
Other,inca,"yeah pretty close, great game great game"
Other,nareik15,"cheers all, see you next time"
Other,Gaeilgeoir,see you :)
Other,inca,your room names are getting creative
Other,inca,Heh
Other,Gaeilgeoir,"OK, let's go,  good luck all"
Other,Carina,same to you mate
Other,Gaeilgeoir,good luck
Offer,inca,anyone have clay?  I have ore
Accept,Gaeilgeoir,i've got one
Other,Gaeilgeoir,"damn, didn't mean that..."
Other,inca,oh well
Other,Gaeilgeoir,thought you were being kind!
Other,inca,Indeed.  :P
Other,inca,I've just had an e-mail  back from yiin
Other,Gaeilgeoir,"""ehh sry  i lost track of time"""
Other,Gaeilgeoir,what did he say?
Other,Gaeilgeoir,...
Other,inca,grrr
Other,inca,very helpful
Other,inca,should we start the real game with yiin?  or is it getting too late for you guys?
Other,Gaeilgeoir,i totally understand  if it is
Other,inca,"it is a bit,  sorry mate. I'm up early tomorrow I'm up early tomorrow"
Other,Carina,"no worries,  we'll do it another time"
Offer,inca,does anybody have wood?
"Counteroffer, Accept",Carina,"i do,  have you got clay? have you got clay?"
Offer,Gaeilgeoir,(to trade)
Refusal,Carina,"no, sorry"
Accept,inca,yes
Accept,Gaeilgeoir,OK
Offer,inca,Anyone have wood available?
"Counteroffer, Accept",Gaeilgeoir,"Got one,  do you have clay? do you have clay?"
Accept,inca,yep
Accept,Gaeilgeoir,cool
Offer,inca,anyone have clay to spare?  I have sheep and wheat.
Refusal,inca,"nope, sorry"
Offer,Gaeilgeoir,does anyone have ore?  i can give sheep or wood
Refusal,Gaeilgeoir,"sorry mate, no"
Offer,Gaeilgeoir,anyone have wood?
Offer,inca,I have ore or clay
Refusal,Carina,"sorry, nope"
Accept,Carina,I have wood
Counteroffer,Gaeilgeoir,do you have wheat?
Refusal,Gaeilgeoir,"no, sorry :("
"Offer, Other",Carina,me again.  anyone have sheep?
Refusal,Gaeilgeoir,no
Offer,inca,or wood?
Refusal,Gaeilgeoir,"neither, sorry"
Other,Gaeilgeoir,"ha, it's ok."
Other,inca,"damn, did it again"
Other,Gaeilgeoir,haha
Offer,inca,anyone have wood?
Refusal,inca,nope
Other,Carina,"oh, well played"
Other,Gaeilgeoir,congrats
Other,Gaeilgeoir,thanks. good game
Other,inca,danke
Other,inca,good game
Other,Gaeilgeoir,when would be a good time for you guys to play the real one?
Other,inca,Monday evening?
Other,Carina,that should be fine for me
Other,inca,Monday and Tuesday is not working for me Monday and Tuesday is not working for me
Other,Gaeilgeoir,Ah
Other,Gaeilgeoir,Let's do the game without Carina on Monday?
Other,inca,And our own game Wed/Thur?
Other,inca,Isn't that the game on Sunday?
Other,Gaeilgeoir,(without carina)
Other,Gaeilgeoir,Oh yeah!
Other,inca,sorry
Other,Gaeilgeoir,But yeah Weds and Thurs are both fine for me for our one But yeah Weds and Thurs are both fine for me for our one
Other,Gaeilgeoir,I kind of need all my games done next week if possible
Other,Gaeilgeoir,but I might squeeze in some time the week after
Other,inca,"wait,  the games have to be played by when?"
Other,inca,Not until like the 26th of June
Other,Carina,"But we can still try and fit as much as possible in next week,  good to get them out the way"
Other,Gaeilgeoir,for me it's the same
Other,inca,"Ok, I'll be available again from the 14th of June"
Other,Gaeilgeoir,"Cool, shouldn't be a problem then"
Other,Carina,"ok, see you all soon ok, see you all soon"
Other,inca,see you
Other,inca,"Cheers, see you later"
Other,nareik15,Hey
Other,Gaeilgeoir,hi
Other,inca,evening evening
Other,Gaeilgeoir,Hey
Other,nareik15,How are you today?
Other,inca,hi hi
Other,Gaeilgeoir,"Not bad thanks, you?"
Other,Gaeilgeoir,"Yeah, pretty good"
Other,inca,:)
Other,Gaeilgeoir,Getting a bit of a deja vu here...
Other,inca,"Yin we're waiting for, I suppose..."
Other,Gaeilgeoir,Indeed
Other,inca,"great minds, inca..."
Other,inca,Ah he says he's coming
Other,yiin,Hey
Other,yiin,yes
Other,inca,finally
Other,Gaeilgeoir,Good luck all
Other,Gaeilgeoir,you too
Other,yiin,?
Other,inca,build road
Other,yiin,think we're meant to negotiate trades in the chat before offering
Other,inca,oop ok then
Other,yiin,part of the guys' experiment
Other,yiin,oh i see
Offer,Gaeilgeoir,do anyone have clay or wheat
Refusal,inca,nope
Refusal,nareik15,"sorry, nope"
Refusal,Gaeilgeoir,nope sorry
Offer,inca,"anyone have wood? I can spare sheep, ore or wheat?"
"Counteroffer, Accept",yiin,"i've got wood, trade for ore?"
Refusal,Gaeilgeoir,nope sry
Accept,nareik15,deal
Offer,inca,does anyone have any clay to trade?
Refusal,Gaeilgeoir,"none, sorry"
Refusal,yiin,"no, sorry"
Refusal,yiin,no sry
Offer,inca,do anyone need ore
Counteroffer,yiin,i'll trade for sheep?
Accept,inca,yes thank you
Other,nareik15,cool
"Counteroffer, Refusal",Gaeilgeoir,i'm ok for ore at the mo. could do with some wheat though if anyone has any
Refusal,yiin,"sorry, I'm no help"
"Counteroffer, Other",inca,yes i also need wheat :) i also need wheat :)
Refusal,nareik15,"no wheat here, sorry"
Other,inca,erm... how do accept a trade?
Offer,yiin,do you have wheat?
Other,nareik15,ehh i am not sure as well
Other,inca,"yeah, can do the trade but can only see a ""reject"" button"
Other,inca,weird
Other,yiin,usually suggests one you doesn't have what is offered
Other,nareik15,technical error i think
Other,yiin,i'll try and trade with you next turn. see if that works. i'll try and trade with you next turn. see if that works.
Other,nareik15,thank you
Offer,yiin,so was it wood you were after?
Counteroffer,yiin,wheat that i am after
Counteroffer,inca,i mean i am after wheat
Other,nareik15,yeah think there's been a misunderstanding yeah think there's been a misunderstanding
Other,nareik15,"oh, I thought you had some wheat to trade."
Other,Gaeilgeoir,yeah misunderstanding :) yeah misunderstanding :)
Offer,nareik15,Can anyone spare ore?
Accept,Gaeilgeoir,yeah
Offer,yiin,"Sorry, sheep"
Counteroffer,Gaeilgeoir,i got ore
Offer,Gaeilgeoir,Anyone have sheep?
Offer,nareik15,I can give ore or wheat
Counteroffer,Gaeilgeoir,i've got sheep aswell
Offer,yiin,need ore or wheat?
Counteroffer,nareik15,i need wheat
Counteroffer,Gaeilgeoir,wheat
Other,yiin,no trade? no trade?
Other,nareik15,you have the highest point
Other,Gaeilgeoir,i think the resources were backwards( me getting ore) might be wrong i think the resources were backwards( me getting ore) might be wrong
Other,nareik15,I'll try again
Other,Gaeilgeoir,cool :)
Offer,Gaeilgeoir,I'm definitely giving wheat
Other,yiin,I have no sheep :)
Offer,inca,does anyone have clay
"Refusal, Other",nareik15,"i need mine, sorry"
"Refusal, Other",Gaeilgeoir,"nope, looking for the same thing"
Refusal,nareik15,no sorry
Offer,yiin,anyone have wood to trade. I have sheep
Refusal,Gaeilgeoir,no
"Refusal, Other",Gaeilgeoir,"Sorry, I need wood too"
Counteroffer,inca,I have wheat if you want
Counteroffer,nareik15,do you have wheat kieran? if so i can trade wood
"Offer, Refusal",Gaeilgeoir,"sorry, plenty of sheep though :)"
Offer,inca,anyone have clay or sheep? I can give wheat.
Accept,nareik15,i'll trade sheep for wheat
Accept,Gaeilgeoir,me too me too
Accept,nareik15,deal
Other,Gaeilgeoir,...
Other,nareik15,sorry!
Other,Gaeilgeoir,:)
Offer,Gaeilgeoir,anyone have clay? :)
Offer,yiin,I have wheat and wood
Refusal,inca,no sorry
"Refusal, Other",nareik15,"not any more, sorry"
Refusal,Gaeilgeoir,"nope, no clay"
Other,yiin,oh well oh well oh well
Other,Gaeilgeoir,if only someone can roll a 3
Other,yiin,so true
Other,Gaeilgeoir,oop
Other,nareik15,I've made that mistake numerous times. :P
Offer,Gaeilgeoir,i'm guessing nobody has any clay?
Refusal,inca,Not me anyway
Refusal,yiin,"sorry, nope"
Other,Gaeilgeoir,i think this is the problem with the game
Other,inca,why can't a 3 be rolled?? :(
Offer,Gaeilgeoir,anyone got sheep? I can give anything but clay
Refusal,nareik15,"sorry, I don't."
Refusal,yiin,sorry
Accept,yiin,i got one
Accept,yiin,i can give you
Counteroffer,inca,but i need wheat
"Refusal, Other",yiin,"too late now, cheers anyway cheers anyway"
Other,Gaeilgeoir,finally
Other,Gaeilgeoir,haha
Offer,inca,anyone got wheat and need wood?
Refusal,nareik15,"not me, sorry"
Refusal,Gaeilgeoir,me neither me neither
Other,nareik15,"ok, thanks anyway ok, thanks anyway"
Offer,yiin,anyone have ore. I have some wood to trade
Refusal,inca,no sorry
Refusal,Gaeilgeoir,"nope, sorry"
Refusal,Gaeilgeoir,"no, sorry"
Offer,inca,anyone have sheep? I have wood and ore.
Refusal,yiin,"nope, sorry"
Accept,nareik15,yes i have lot of sheeps
Accept,Gaeilgeoir,yeah can do that
Other,inca,ADDTIME
Other,nareik15,hallelujah
Other,nareik15,hehe
Offer,inca,anyone got some ore to trade?
Refusal,yiin,"sorry, nope"
"Counteroffer, Accept",yiin,yes i have... you got clay??
Counteroffer,nareik15,or wheat??
"Counteroffer, Refusal",yiin,"nope don't have either unfortunately, plenty of wood though"
Refusal,nareik15,oh ok then nvm
Offer,Gaeilgeoir,"Gaeilgeoir, feel like trading that ore?"
Counteroffer,nareik15,"If you have sheep, I can."
Other,Gaeilgeoir,thanks
Other,yiin,no prob mate
Offer,nareik15,anyone got clay or wheat
Other,inca,wow inca.. must be bathing in clay now
Other,yiin,"haha, yep haha, yep"
Offer,Gaeilgeoir,what do you need
Counteroffer,Gaeilgeoir,"want some ore for clay, inca?"
Other,inca,:P
Counteroffer,Gaeilgeoir,do you have sheep yiin?
Accept,inca,I do!
Accept,inca,i'll trad with both of you if so
Other,Gaeilgeoir,"sorry, gaeil offered ore first i guess"
Other,inca,it's ok
Counteroffer,Gaeilgeoir,got sheep?
Counteroffer,Gaeilgeoir,I have sheep too
Other,yiin,take his trade
Accept,inca,i got sheep
Accept,inca,"ok, i'll trade with you for sheep briain"
Other,Gaeilgeoir,cheers
Other,nareik15,cheers
Offer,Gaeilgeoir,Anyone have wheat to trade?
"Refusal, Other",yiin,"not a bit, sorry"
Refusal,inca,no sry
Counteroffer,nareik15,do you have wood?
Accept,inca,yep
Other,nareik15,cheers
Offer,Gaeilgeoir,can anyone trade ore. I have more wood to trade
Counteroffer,nareik15,"do you have clay, by any chance?"
Refusal,inca,"sorry, no"
Accept,nareik15,i can do that kieran
Offer,inca,how many can you trade. 2 for 2?
Counteroffer,nareik15,"just got one, sorry"
Accept,Gaeilgeoir,ok cool
Other,yiin,3 MORE clay
Offer,Gaeilgeoir,anyone got clay??
Other,inca,our peruvian friend
Other,yiin,haha
Offer,inca,what do you need
Accept,inca,yeah i've got  a little bit of clay
Counteroffer,yiin,got sheep?
Accept,inca,yes plenty of it
Other,nareik15,cheers
Offer,inca,any one have any ore?
Refusal,Gaeilgeoir,"nope, sorry"
Refusal,yiin,I have nothing at the moment :)
"Counteroffer, Accept",yiin,i ahve but i need wheat
Accept,nareik15,have
Accept,inca,ok
Offer,nareik15,anyone got any wood? i can give clay or wheat
Accept,yiin,yep plenty
Accept,inca,i got wood
Offer,nareik15,would you prefer clay or wheat kieran?
Counteroffer,yiin,can give you 2 wood for one of each
Counteroffer,inca,clay
Accept,inca,deal kieran
Other,yiin,sorry yin sorry yin
Other,yiin,no problem
Offer,inca,anyone got clay
Refusal,nareik15,"not any more, sorry"
"Counteroffer, Accept",Gaeilgeoir,"i have some, do you have any ore do you have any ore"
Offer,Gaeilgeoir,anyone have ore or sheep?
Offer,Gaeilgeoir,I can borrow wheat and wood
Offer,inca,spare wheat and wood*
Counteroffer,Gaeilgeoir,"I've got ore, trade for wheat?"
Accept,Gaeilgeoir,deal
Other,inca,well played
Other,nareik15,"cheers, good game"
Other,Gaeilgeoir,nice. good game
Other,inca,talk soon
Other,Gaeilgeoir,shall we say wednesday for the one without kieran?
Other,Gaeilgeoir,sounds fine to me
Other,inca,time?
Other,Gaeilgeoir,"cool, any time's fine for me, 8 again?"
Other,Gaeilgeoir,yay
Other,inca,can't wait
Other,inca,"cool, see you then!"
Other,Carina,good luck
Other,inca,But I have to say that I need to leave at 8pm -  is that a problem for you?
Other,Carina,"No problem,  this is just for fun"
Other,inca,fine
Other,inca,You can leave  when you have to
Other,Carina,i like this robber fight we're having
Other,yiin,:)
Offer,inca,does anyone have wood or ore
Counteroffer,Carina,"i have ore,  do you have wheat? do you have wheat?"
Counteroffer,yiin,I have ore
Offer,Carina,what do you want in exchange
Counteroffer,inca,"but I need wood, too but I need wood, too"
Counteroffer,yiin,me too
Offer,inca,do you need wheat?? do you need wheat??
Accept,Carina,"OK,  ore for wheat"
"Refusal, Other",yiin,me? no
Other,Carina,oh then nvm
Other,inca,?
Other,inca,are you there yiin?
Other,inca,our
Other,inca,"oops, didn't meant ot ype that"
Other,yiin,ignore it
Offer,inca,do anyone have ore??
Refusal,inca,"nope, sorry"
Other,Carina,well played
Other,Carina,"ok, I should go now =)"
Other,inca,see you
Other,Gaeilgeoir,see yuo later
Other,yiin,hi
Other,Gaeilgeoir,who are you
Other,Gaeilgeoir,Briain
Other,yiin,we've played each other before dude. :P
Other,yiin,oh ok  haha
Other,Gaeilgeoir,sorry need to play everyday  to know people
Other,nareik15,"no worries,  man"
Other,yiin,hi
Other,Gaeilgeoir,hi
Other,yiin,hey]
Other,Gaeilgeoir,is there anyone else?? is there anyone else??
Other,Gaeilgeoir,ridiculous
Other,Gaeilgeoir,I've played one game so far
Other,nareik15,and was waiting three other times for people
Other,Gaeilgeoir,should we email everyone  in case they thought the game was at 10pm
Other,Gaeilgeoir,"Yeah,  can you do that/"
Other,nareik15,?
Other,nareik15,"Yeah,  2 seconds"
Other,Gaeilgeoir,"there we go,"
Other,yiin,"Ok,  let's wait and see"
Other,yiin,innis said  that he have already done a game
Other,Gaeilgeoir,should we start??
Other,Gaeilgeoir,We can't do it with three...
Other,Gaeilgeoir,sigh
Other,nareik15,it's a pity
Other,Gaeilgeoir,we played a three player game before...
Other,Gaeilgeoir,really?
Other,nareik15,I thought that messes up the league or something
Other,yiin,who is it we need  before we can play?
Other,Gaeilgeoir,the other group have 3 players as well as in league 2
Other,Gaeilgeoir,Carina?
Other,yiin,what are we to do?
Other,yiin,can we just proceed
Other,Gaeilgeoir,half an hour is not too late for a player
Other,Gaeilgeoir,"start the game,   you mean?"
Other,nareik15,I'm happy to
Other,nareik15,sorry was asf for a mo
Other,yiin,afk
Other,nareik15,no worries....  take your time
Offer,yiin,Anyone have any  clay to trade?
Refusal,yiin,no
Other,Gaeilgeoir,sorry
Refusal,nareik15,nope
Other,yiin,ok ok
Offer,Gaeilgeoir,anyone got wood
Refusal,nareik15,no
Accept,yiin,yeah
Offer,nareik15,you need clay??
Accept,nareik15,yeah
Other,nareik15,thanks
Offer,Gaeilgeoir,anyone have sheep or wheat to trade?
Accept,Gaeilgeoir,I have sheep
Counteroffer,yiin,got wood? got wood?
Refusal,nareik15,no sorry
Accept,yiin,yeah
Offer,yiin,anyone got wood
Offer,yiin,i mean clay
Offer,nareik15,i got ore
Refusal,yiin,"Sorry,  got neither"
Other,nareik15,then never mind
Offer,Gaeilgeoir,any one have sheep to trade?
Accept,Gaeilgeoir,yeah
Counteroffer,nareik15,got clay or wood? got clay or wood?
Counteroffer,Gaeilgeoir,I have clay
Accept,Gaeilgeoir,ok
Accept,nareik15,deal
Other,yiin,thanks
Offer,Gaeilgeoir,anyone got sheep??
Refusal,yiin,"no, sorry"
Other,Gaeilgeoir,oop
Offer,yiin,anyone got wood?
Refusal,Gaeilgeoir,no
Offer,nareik15,I have sheep and wheat
Refusal,Gaeilgeoir,sorry nope
Other,Gaeilgeoir,ok ok
Other,nareik15,"argh, too many sheep.  I'm being overloaded"
Offer,Gaeilgeoir,anyone have wheat to trade  ( or could take sheep as well)
Other,Gaeilgeoir,"As stated above,  I have sheep"
Counteroffer,nareik15,Do you have clay/wood? Do you have clay/wood?
Counteroffer,Gaeilgeoir,I have wood ( or ore)
Accept,nareik15,I'll take wood
Other,yiin,thanks
Offer,yiin,anyone got wood
Offer,Gaeilgeoir,i got clay
Refusal,Gaeilgeoir,sorry mate
Counteroffer,yiin,I have sheep
Offer,nareik15,nareik??
Counteroffer,yiin,i have some wood  but plenty clay as well.  do you have any wheat do you have any wheat
Refusal,nareik15,i need my wheat
Counteroffer,yiin,how about sheep
Refusal,Gaeilgeoir,same same
Counteroffer,Gaeilgeoir,I'll give you sheep
Counteroffer,yiin,for clay
Refusal,Gaeilgeoir,nah it is ok
Other,nareik15,"I meant kieran, sorry"
Other,yiin,ok deal.
Offer,yiin,anyone got wood
Other,Gaeilgeoir,i really need wood
Refusal,yiin,"I have none, sorry"
Other,nareik15,and i only got clay and i only got clay
Other,nareik15,if you have 5 clay   you could trade 3 at the port?
Offer,yiin,anyone have any wheat to trade
Refusal,Gaeilgeoir,eh no
Refusal,nareik15,no
Other,Gaeilgeoir,ok ok
Other,Gaeilgeoir,sorry
Other,yiin,whose turn is it?
Other,nareik15,nareik are you done??
Other,Gaeilgeoir,"Mine,  am just trying to trade with the 3:1 port  but it doesnt sem to be working?"
Other,Gaeilgeoir,you need a settlement
Other,nareik15,not just a road
Other,Gaeilgeoir,oh...
Offer,yiin,anyone have wheat   and need ore?
"Counteroffer, Other",yiin,i need wood  bot got wheat
